epoch,loss
1,0.7382894769310407
2,0.3910327489647421
3,0.27811225596036565
4,0.1903982801788392
5,0.11895003244708857
6,0.06594050226765963
7,0.033659265824932914
8,0.016354939933194878
9,0.008086284621239056
10,0.0047611352542381935
11,0.003209478061723464
12,0.002381444431214366
13,0.0018706873944519594
14,0.0015349625560674668
15,0.0013010711662908344
16,0.0011318015113248316
17,0.0010073280981350036
18,0.0009114840930719653
19,0.000836830418604904
20,0.0007777736268671802
21,0.0007313383862478184
22,0.0006930422938552217
23,0.0006617640401436376
24,0.0006358718650224448
25,0.0006145331552168179
26,0.0005958165124946687
27,0.0005799357840771131
28,0.000565500715926073
